TargetName	Module	CodeClass	GeneID	SystematicName	Negative
SLC27A3	Hs_R_NGS_WTA_v1.0	Endogenous	11000	SLC27A3	FALSE
BRCC3	Hs_R_NGS_WTA_v1.0	Endogenous	79184	BRCC3	FALSE
FSD1	Hs_R_NGS_WTA_v1.0	Endogenous	79187	FSD1	FALSE
TMEM43	Hs_R_NGS_WTA_v1.0	Endogenous	79188	TMEM43	FALSE
IRX6	Hs_R_NGS_WTA_v1.0	Endogenous	79190	IRX6	FALSE
IRX3	Hs_R_NGS_WTA_v1.0	Endogenous	79191	IRX3	FALSE
IRX1	Hs_R_NGS_WTA_v1.0	Endogenous	79192	IRX1	FALSE
DCAF10	Hs_R_NGS_WTA_v1.0	Endogenous	79269	DCAF10	FALSE
NDUFS7	Hs_R_NGS_WTA_v1.0	Endogenous	374291	NDUFS7	FALSE
NOTCH2	Hs_R_NGS_WTA_v1.0	Endogenous	4853	NOTCH2	FALSE
NPPC	Hs_R_NGS_WTA_v1.0	Endogenous	4880	NPPC	FALSE
ODF1	Hs_R_NGS_WTA_v1.0	Endogenous	4956	ODF1	FALSE
DDX4	Hs_R_NGS_WTA_v1.0	Endogenous	54514	DDX4	FALSE
PGS1	Hs_R_NGS_WTA_v1.0	Endogenous	9489	PGS1	FALSE
PLA2G4A	Hs_R_NGS_WTA_v1.0	Endogenous	5321	PLA2G4A	FALSE
DSC1	Hs_R_NGS_WTA_v1.0	Endogenous	1823	DSC1	FALSE
DSC2	Hs_R_NGS_WTA_v1.0	Endogenous	1824	DSC2	FALSE
PSTPIP2	Hs_R_NGS_WTA_v1.0	Endogenous	9050	PSTPIP2	FALSE
ATP10A	Hs_R_NGS_WTA_v1.0	Endogenous	57194	ATP10A	FALSE
CEP70	Hs_R_NGS_WTA_v1.0	Endogenous	80321	CEP70	FALSE
WNT2B	Hs_R_NGS_WTA_v1.0	Endogenous	7482	WNT2B	FALSE
IRF2BPL	Hs_R_NGS_WTA_v1.0	Endogenous	64207	IRF2BPL	FALSE
HOXD1	Hs_R_NGS_WTA_v1.0	Endogenous	3231	HOXD1	FALSE
HIVEP3	Hs_R_NGS_WTA_v1.0	Endogenous	59269	HIVEP3	FALSE
PRDM14	Hs_R_NGS_WTA_v1.0	Endogenous	63978	PRDM14	FALSE
NOX5	Hs_R_NGS_WTA_v1.0	Endogenous	79400	NOX5	FALSE
GLB1L	Hs_R_NGS_WTA_v1.0	Endogenous	79411	GLB1L	FALSE
KREMEN2	Hs_R_NGS_WTA_v1.0	Endogenous	79412	KREMEN2	FALSE
LRFN3	Hs_R_NGS_WTA_v1.0	Endogenous	79414	LRFN3	FALSE
HAUS3	Hs_R_NGS_WTA_v1.0	Endogenous	79441	HAUS3	FALSE
LRRC2	Hs_R_NGS_WTA_v1.0	Endogenous	79442	LRRC2	FALSE
FYCO1	Hs_R_NGS_WTA_v1.0	Endogenous	79443	FYCO1	FALSE
CYP2R1	Hs_R_NGS_WTA_v1.0	Endogenous	120227	CYP2R1	FALSE
WDR25	Hs_R_NGS_WTA_v1.0	Endogenous	79446	WDR25	FALSE
ULBP3	Hs_R_NGS_WTA_v1.0	Endogenous	79465	ULBP3	FALSE
RIPOR1	Hs_R_NGS_WTA_v1.0	Endogenous	79567	RIPOR1	FALSE
MAIP1	Hs_R_NGS_WTA_v1.0	Endogenous	79568	MAIP1	FALSE
NKAIN1	Hs_R_NGS_WTA_v1.0	Endogenous	79570	NKAIN1	FALSE
GCC1	Hs_R_NGS_WTA_v1.0	Endogenous	79571	GCC1	FALSE
ATP13A3	Hs_R_NGS_WTA_v1.0	Endogenous	79572	ATP13A3	FALSE
TTC13	Hs_R_NGS_WTA_v1.0	Endogenous	79573	TTC13	FALSE
EPS8L3	Hs_R_NGS_WTA_v1.0	Endogenous	79574	EPS8L3	FALSE
ABHD8	Hs_R_NGS_WTA_v1.0	Endogenous	79575	ABHD8	FALSE
NKAP	Hs_R_NGS_WTA_v1.0	Endogenous	79576	NKAP	FALSE
CDC73	Hs_R_NGS_WTA_v1.0	Endogenous	79577	CDC73	FALSE
ERVMER34-1	Hs_R_NGS_WTA_v1.0	Endogenous	100288413	ERVMER34-1	FALSE
CHPF	Hs_R_NGS_WTA_v1.0	Endogenous	79586	CHPF	FALSE
CARS2	Hs_R_NGS_WTA_v1.0	Endogenous	79587	CARS2	FALSE
RNF128	Hs_R_NGS_WTA_v1.0	Endogenous	79589	RNF128	FALSE
MRPL24	Hs_R_NGS_WTA_v1.0	Endogenous	79590	MRPL24	FALSE
ARMH3	Hs_R_NGS_WTA_v1.0	Endogenous	79591	ARMH3	FALSE
MUL1	Hs_R_NGS_WTA_v1.0	Endogenous	79594	MUL1	FALSE
SAP130	Hs_R_NGS_WTA_v1.0	Endogenous	79595	SAP130	FALSE
ADIPOR2	Hs_R_NGS_WTA_v1.0	Endogenous	79602	ADIPOR2	FALSE
CERS4	Hs_R_NGS_WTA_v1.0	Endogenous	79603	CERS4	FALSE
FAM118B	Hs_R_NGS_WTA_v1.0	Endogenous	79607	FAM118B	FALSE
VCPKMT	Hs_R_NGS_WTA_v1.0	Endogenous	79609	VCPKMT	FALSE
ACSS3	Hs_R_NGS_WTA_v1.0	Endogenous	79611	ACSS3	FALSE
TANGO6	Hs_R_NGS_WTA_v1.0	Endogenous	79613	TANGO6	FALSE
CCNJL	Hs_R_NGS_WTA_v1.0	Endogenous	79616	CCNJL	FALSE
HMBOX1	Hs_R_NGS_WTA_v1.0	Endogenous	79618	HMBOX1	FALSE
GALNT14	Hs_R_NGS_WTA_v1.0	Endogenous	79623	GALNT14	FALSE
ARMT1	Hs_R_NGS_WTA_v1.0	Endogenous	79624	ARMT1	FALSE
TNFAIP8L2	Hs_R_NGS_WTA_v1.0	Endogenous	79626	TNFAIP8L2	FALSE
OGFRL1	Hs_R_NGS_WTA_v1.0	Endogenous	79627	OGFRL1	FALSE
SH3TC2	Hs_R_NGS_WTA_v1.0	Endogenous	79628	SH3TC2	FALSE
OCEL1	Hs_R_NGS_WTA_v1.0	Endogenous	79629	OCEL1	FALSE
C1orf54	Hs_R_NGS_WTA_v1.0	Endogenous	79630	C1orf54	FALSE
EFL1	Hs_R_NGS_WTA_v1.0	Endogenous	79631	EFL1	FALSE
FAT4	Hs_R_NGS_WTA_v1.0	Endogenous	79633	FAT4	FALSE
CCDC121	Hs_R_NGS_WTA_v1.0	Endogenous	79635	CCDC121	FALSE
ROGDI	Hs_R_NGS_WTA_v1.0	Endogenous	79641	ROGDI	FALSE
ARSJ	Hs_R_NGS_WTA_v1.0	Endogenous	79642	ARSJ	FALSE
CHMP6	Hs_R_NGS_WTA_v1.0	Endogenous	79643	CHMP6	FALSE
SRD5A3	Hs_R_NGS_WTA_v1.0	Endogenous	79644	SRD5A3	FALSE
EFCAB1	Hs_R_NGS_WTA_v1.0	Endogenous	79645	EFCAB1	FALSE
PANK3	Hs_R_NGS_WTA_v1.0	Endogenous	79646	PANK3	FALSE
MCPH1	Hs_R_NGS_WTA_v1.0	Endogenous	79648	MCPH1	FALSE
MAP7D3	Hs_R_NGS_WTA_v1.0	Endogenous	79649	MAP7D3	FALSE
USB1	Hs_R_NGS_WTA_v1.0	Endogenous	79650	USB1	FALSE
RHBDF2	Hs_R_NGS_WTA_v1.0	Endogenous	79651	RHBDF2	FALSE
TMEM204	Hs_R_NGS_WTA_v1.0	Endogenous	79652	TMEM204	FALSE
HECTD3	Hs_R_NGS_WTA_v1.0	Endogenous	79654	HECTD3	FALSE
BEND5	Hs_R_NGS_WTA_v1.0	Endogenous	79656	BEND5	FALSE
RPAP3	Hs_R_NGS_WTA_v1.0	Endogenous	79657	RPAP3	FALSE
ARHGAP10	Hs_R_NGS_WTA_v1.0	Endogenous	79658	ARHGAP10	FALSE
PPP1R3B	Hs_R_NGS_WTA_v1.0	Endogenous	79660	PPP1R3B	FALSE
PLEKHF2	Hs_R_NGS_WTA_v1.0	Endogenous	79666	PLEKHF2	FALSE
PARP8	Hs_R_NGS_WTA_v1.0	Endogenous	79668	PARP8	FALSE
FN3KRP	Hs_R_NGS_WTA_v1.0	Endogenous	79672	FN3KRP	FALSE
ZNF329	Hs_R_NGS_WTA_v1.0	Endogenous	79673	ZNF329	FALSE
VEPH1	Hs_R_NGS_WTA_v1.0	Endogenous	79674	VEPH1	FALSE
FASTKD1	Hs_R_NGS_WTA_v1.0	Endogenous	79675	FASTKD1	FALSE
OGFOD2	Hs_R_NGS_WTA_v1.0	Endogenous	79676	OGFOD2	FALSE
SMC6	Hs_R_NGS_WTA_v1.0	Endogenous	79677	SMC6	FALSE
VTCN1	Hs_R_NGS_WTA_v1.0	Endogenous	79679	VTCN1	FALSE
RTL10	Hs_R_NGS_WTA_v1.0	Endogenous	79680	RTL10	FALSE
CENPU	Hs_R_NGS_WTA_v1.0	Endogenous	79682	CENPU	FALSE
ZDHHC14	Hs_R_NGS_WTA_v1.0	Endogenous	79683	ZDHHC14	FALSE
MSANTD2	Hs_R_NGS_WTA_v1.0	Endogenous	79684	MSANTD2	FALSE
SAP30L	Hs_R_NGS_WTA_v1.0	Endogenous	79685	SAP30L	FALSE
NAA35	Hs_R_NGS_WTA_v1.0	Endogenous	60560	NAA35	FALSE
STEAP4	Hs_R_NGS_WTA_v1.0	Endogenous	79689	STEAP4	FALSE
GAL3ST4	Hs_R_NGS_WTA_v1.0	Endogenous	79690	GAL3ST4	FALSE
QTRT2	Hs_R_NGS_WTA_v1.0	Endogenous	79691	QTRT2	FALSE
YRDC	Hs_R_NGS_WTA_v1.0	Endogenous	79693	YRDC	FALSE
MANEA	Hs_R_NGS_WTA_v1.0	Endogenous	79694	MANEA	FALSE
GALNT12	Hs_R_NGS_WTA_v1.0	Endogenous	79695	GALNT12	FALSE
ZYG11B	Hs_R_NGS_WTA_v1.0	Endogenous	79699	ZYG11B	FALSE
OGFOD3	Hs_R_NGS_WTA_v1.0	Endogenous	79701	OGFOD3	FALSE
BBS1	Hs_R_NGS_WTA_v1.0	Endogenous	582	BBS1	FALSE
C11orf80	Hs_R_NGS_WTA_v1.0	Endogenous	79703	C11orf80	FALSE
LRRK1	Hs_R_NGS_WTA_v1.0	Endogenous	79705	LRRK1	FALSE
PRKRIP1	Hs_R_NGS_WTA_v1.0	Endogenous	79706	PRKRIP1	FALSE
COLGALT1	Hs_R_NGS_WTA_v1.0	Endogenous	79709	COLGALT1	FALSE
MORC4	Hs_R_NGS_WTA_v1.0	Endogenous	79710	MORC4	FALSE
IPO4	Hs_R_NGS_WTA_v1.0	Endogenous	79711	IPO4	FALSE
GTDC1	Hs_R_NGS_WTA_v1.0	Endogenous	79712	GTDC1	FALSE
NAT10	Hs_R_NGS_WTA_v1.0	Endogenous	55226	NAT10	FALSE
NPEPL1	Hs_R_NGS_WTA_v1.0	Endogenous	100534593, 79716	NPEPL1, STX16-NPEPL1	FALSE
AAGAB	Hs_R_NGS_WTA_v1.0	Endogenous	79719	AAGAB	FALSE
VPS37B	Hs_R_NGS_WTA_v1.0	Endogenous	79720	VPS37B	FALSE
ANKRD55	Hs_R_NGS_WTA_v1.0	Endogenous	79722	ANKRD55	FALSE
SUV39H2	Hs_R_NGS_WTA_v1.0	Endogenous	79723	SUV39H2	FALSE
ZNF768	Hs_R_NGS_WTA_v1.0	Endogenous	79724	ZNF768	FALSE
THAP9	Hs_R_NGS_WTA_v1.0	Endogenous	79725	THAP9	FALSE
LIN28A	Hs_R_NGS_WTA_v1.0	Endogenous	79727	LIN28A	FALSE
PALB2	Hs_R_NGS_WTA_v1.0	Endogenous	79728	PALB2	FALSE
NARS2	Hs_R_NGS_WTA_v1.0	Endogenous	79731	NARS2	FALSE
TEFM	Hs_R_NGS_WTA_v1.0	Endogenous	79736	TEFM	FALSE
AAMDC	Hs_R_NGS_WTA_v1.0	Endogenous	28971	AAMDC	FALSE
BBS10	Hs_R_NGS_WTA_v1.0	Endogenous	79738	BBS10	FALSE
TTLL7	Hs_R_NGS_WTA_v1.0	Endogenous	79739	TTLL7	FALSE
DIPK2B	Hs_R_NGS_WTA_v1.0	Endogenous	79742	DIPK2B	FALSE
CLIP4	Hs_R_NGS_WTA_v1.0	Endogenous	79745	CLIP4	FALSE
ECHDC3	Hs_R_NGS_WTA_v1.0	Endogenous	79746	ECHDC3	FALSE
ADGB	Hs_R_NGS_WTA_v1.0	Endogenous	79747	ADGB	FALSE
ZNF385D	Hs_R_NGS_WTA_v1.0	Endogenous	79750	ZNF385D	FALSE
ZFAND1	Hs_R_NGS_WTA_v1.0	Endogenous	79752	ZFAND1	FALSE
SNIP1	Hs_R_NGS_WTA_v1.0	Endogenous	79753	SNIP1	FALSE
ASB13	Hs_R_NGS_WTA_v1.0	Endogenous	79754	ASB13	FALSE
ZNF750	Hs_R_NGS_WTA_v1.0	Endogenous	79755	ZNF750	FALSE
ASB7	Hs_R_NGS_WTA_v1.0	Endogenous	140460	ASB7	FALSE
C1orf115	Hs_R_NGS_WTA_v1.0	Endogenous	79762	C1orf115	FALSE
ISOC2	Hs_R_NGS_WTA_v1.0	Endogenous	79763	ISOC2	FALSE
ELMO3	Hs_R_NGS_WTA_v1.0	Endogenous	79767	ELMO3	FALSE
KATNBL1	Hs_R_NGS_WTA_v1.0	Endogenous	79768	KATNBL1	FALSE
RABL6	Hs_R_NGS_WTA_v1.0	Endogenous	55684	RABL6	FALSE
GRTP1	Hs_R_NGS_WTA_v1.0	Endogenous	79774	GRTP1	FALSE
ZFHX4	Hs_R_NGS_WTA_v1.0	Endogenous	79776	ZFHX4	FALSE
ACBD4	Hs_R_NGS_WTA_v1.0	Endogenous	79777	ACBD4	FALSE
CCDC82	Hs_R_NGS_WTA_v1.0	Endogenous	79780	CCDC82	FALSE
RERGL	Hs_R_NGS_WTA_v1.0	Endogenous	79785	RERGL	FALSE
KLHL36	Hs_R_NGS_WTA_v1.0	Endogenous	79786	KLHL36	FALSE
ZNF665	Hs_R_NGS_WTA_v1.0	Endogenous	79788	ZNF665	FALSE
CLMN	Hs_R_NGS_WTA_v1.0	Endogenous	79789	CLMN	FALSE
FBXO31	Hs_R_NGS_WTA_v1.0	Endogenous	79791	FBXO31	FALSE
GSDMD	Hs_R_NGS_WTA_v1.0	Endogenous	79792	GSDMD	FALSE
SPRING1	Hs_R_NGS_WTA_v1.0	Endogenous	79794	SPRING1	FALSE
ZNF408	Hs_R_NGS_WTA_v1.0	Endogenous	79797	ZNF408	FALSE
UGT2A3	Hs_R_NGS_WTA_v1.0	Endogenous	79799	UGT2A3	FALSE
CARF	Hs_R_NGS_WTA_v1.0	Endogenous	79800	CARF	FALSE
SHCBP1	Hs_R_NGS_WTA_v1.0	Endogenous	79801	SHCBP1	FALSE
HHIPL2	Hs_R_NGS_WTA_v1.0	Endogenous	79802	HHIPL2	FALSE
HPS6	Hs_R_NGS_WTA_v1.0	Endogenous	79803	HPS6	FALSE
VASH2	Hs_R_NGS_WTA_v1.0	Endogenous	79805	VASH2	FALSE
GSTCD	Hs_R_NGS_WTA_v1.0	Endogenous	79807	GSTCD	FALSE
TTC21B	Hs_R_NGS_WTA_v1.0	Endogenous	79809	TTC21B	FALSE
PTCD2	Hs_R_NGS_WTA_v1.0	Endogenous	79810	PTCD2	FALSE
MMRN2	Hs_R_NGS_WTA_v1.0	Endogenous	79812	MMRN2	FALSE
EHMT1	Hs_R_NGS_WTA_v1.0	Endogenous	79813	EHMT1	FALSE
AGMAT	Hs_R_NGS_WTA_v1.0	Endogenous	79814	AGMAT	FALSE
NIPAL2	Hs_R_NGS_WTA_v1.0	Endogenous	79815	NIPAL2	FALSE
MOB3B	Hs_R_NGS_WTA_v1.0	Endogenous	79817	MOB3B	FALSE
ZNF552	Hs_R_NGS_WTA_v1.0	Endogenous	79818	ZNF552	FALSE
DNAI4	Hs_R_NGS_WTA_v1.0	Endogenous	79819	DNAI4	FALSE
CATSPERB	Hs_R_NGS_WTA_v1.0	Endogenous	79820	CATSPERB	FALSE
CAMKMT	Hs_R_NGS_WTA_v1.0	Endogenous	79823	CAMKMT	FALSE
EFCC1	Hs_R_NGS_WTA_v1.0	Endogenous	79825	EFCC1	FALSE
CLMP	Hs_R_NGS_WTA_v1.0	Endogenous	79827	CLMP	FALSE
METTL8	Hs_R_NGS_WTA_v1.0	Endogenous	79828	METTL8	FALSE
NAA40	Hs_R_NGS_WTA_v1.0	Endogenous	79829	NAA40	FALSE
ZMYM1	Hs_R_NGS_WTA_v1.0	Endogenous	79830	ZMYM1	FALSE
PEAK1	Hs_R_NGS_WTA_v1.0	Endogenous	79834	PEAK1	FALSE
NHEJ1	Hs_R_NGS_WTA_v1.0	Endogenous	79840	NHEJ1	FALSE
AGBL2	Hs_R_NGS_WTA_v1.0	Endogenous	79841	AGBL2	FALSE
ZBTB3	Hs_R_NGS_WTA_v1.0	Endogenous	79842	ZBTB3	FALSE
ZDHHC11	Hs_R_NGS_WTA_v1.0	Endogenous	653082, 79844	ZDHHC11B, ZDHHC11	FALSE
RNF122	Hs_R_NGS_WTA_v1.0	Endogenous	79845	RNF122	FALSE
MFSD13A	Hs_R_NGS_WTA_v1.0	Endogenous	79847	MFSD13A	FALSE
CSPP1	Hs_R_NGS_WTA_v1.0	Endogenous	79848	CSPP1	FALSE
TM4SF20	Hs_R_NGS_WTA_v1.0	Endogenous	79853	TM4SF20	FALSE
SNX22	Hs_R_NGS_WTA_v1.0	Endogenous	79856	SNX22	FALSE
NEK11	Hs_R_NGS_WTA_v1.0	Endogenous	79858	NEK11	FALSE
TUBAL3	Hs_R_NGS_WTA_v1.0	Endogenous	79861	TUBAL3	FALSE
ZNF669	Hs_R_NGS_WTA_v1.0	Endogenous	79862	ZNF669	FALSE
JHY	Hs_R_NGS_WTA_v1.0	Endogenous	79864	JHY	FALSE
TREML2	Hs_R_NGS_WTA_v1.0	Endogenous	79865	TREML2	FALSE
BORA	Hs_R_NGS_WTA_v1.0	Endogenous	79866	BORA	FALSE
BAALC	Hs_R_NGS_WTA_v1.0	Endogenous	79870	BAALC	FALSE
RPAP2	Hs_R_NGS_WTA_v1.0	Endogenous	79871	RPAP2	FALSE
CBLL1	Hs_R_NGS_WTA_v1.0	Endogenous	79872	CBLL1	FALSE
THSD4	Hs_R_NGS_WTA_v1.0	Endogenous	79875	THSD4	FALSE
DCAKD	Hs_R_NGS_WTA_v1.0	Endogenous	79877	DCAKD	FALSE
CCDC134	Hs_R_NGS_WTA_v1.0	Endogenous	79879	CCDC134	FALSE
HDAC11	Hs_R_NGS_WTA_v1.0	Endogenous	79885	HDAC11	FALSE
PLBD1	Hs_R_NGS_WTA_v1.0	Endogenous	79887	PLBD1	FALSE
LPCAT1	Hs_R_NGS_WTA_v1.0	Endogenous	79888	LPCAT1	FALSE
TGS1	Hs_R_NGS_WTA_v1.0	Endogenous	96764	TGS1	FALSE
RIN3	Hs_R_NGS_WTA_v1.0	Endogenous	79890	RIN3	FALSE
ZNF671	Hs_R_NGS_WTA_v1.0	Endogenous	79891	ZNF671	FALSE
MCMBP	Hs_R_NGS_WTA_v1.0	Endogenous	79892	MCMBP	FALSE
ZNF672	Hs_R_NGS_WTA_v1.0	Endogenous	79894	ZNF672	FALSE
ATP8B4	Hs_R_NGS_WTA_v1.0	Endogenous	79895	ATP8B4	FALSE
THNSL1	Hs_R_NGS_WTA_v1.0	Endogenous	79896	THNSL1	FALSE
ZNF613	Hs_R_NGS_WTA_v1.0	Endogenous	79898	ZNF613	FALSE
PRR5L	Hs_R_NGS_WTA_v1.0	Endogenous	79899	PRR5L	FALSE
NUP85	Hs_R_NGS_WTA_v1.0	Endogenous	79902	NUP85	FALSE
MORN1	Hs_R_NGS_WTA_v1.0	Endogenous	79906	MORN1	FALSE
AGO3	Hs_R_NGS_WTA_v1.0	Endogenous	192669	AGO3	FALSE
PYROXD1	Hs_R_NGS_WTA_v1.0	Endogenous	79912	PYROXD1	FALSE
ACTR5	Hs_R_NGS_WTA_v1.0	Endogenous	79913	ACTR5	FALSE
PREX2	Hs_R_NGS_WTA_v1.0	Endogenous	80243	PREX2	FALSE
MAP6D1	Hs_R_NGS_WTA_v1.0	Endogenous	79929	MAP6D1	FALSE
TNIP3	Hs_R_NGS_WTA_v1.0	Endogenous	79931	TNIP3	FALSE
KIAA0319L	Hs_R_NGS_WTA_v1.0	Endogenous	79932	KIAA0319L	FALSE
COQ8B	Hs_R_NGS_WTA_v1.0	Endogenous	79934	COQ8B	FALSE
CCNP	Hs_R_NGS_WTA_v1.0	Endogenous	79935	CCNP	FALSE
PHF20L1	Hs_R_NGS_WTA_v1.0	Endogenous	51105	PHF20L1	FALSE
SLC35E1	Hs_R_NGS_WTA_v1.0	Endogenous	79939	SLC35E1	FALSE
L2HGDH	Hs_R_NGS_WTA_v1.0	Endogenous	79944	L2HGDH	FALSE
TAF7L	Hs_R_NGS_WTA_v1.0	Endogenous	54457	TAF7L	FALSE
C10orf95	Hs_R_NGS_WTA_v1.0	Endogenous	79946	C10orf95	FALSE
DHDDS	Hs_R_NGS_WTA_v1.0	Endogenous	79947	DHDDS	FALSE
SYNDIG1	Hs_R_NGS_WTA_v1.0	Endogenous	79953	SYNDIG1	FALSE
ERMP1	Hs_R_NGS_WTA_v1.0	Endogenous	79956	ERMP1	FALSE
PAQR6	Hs_R_NGS_WTA_v1.0	Endogenous	79957	PAQR6	FALSE
DENND1C	Hs_R_NGS_WTA_v1.0	Endogenous	79958	DENND1C	FALSE
CEP76	Hs_R_NGS_WTA_v1.0	Endogenous	79959	CEP76	FALSE
JADE1	Hs_R_NGS_WTA_v1.0	Endogenous	79960	JADE1	FALSE
DENND2D	Hs_R_NGS_WTA_v1.0	Endogenous	79961	DENND2D	FALSE
DNAJC22	Hs_R_NGS_WTA_v1.0	Endogenous	79962	DNAJC22	FALSE
SCD5	Hs_R_NGS_WTA_v1.0	Endogenous	79966	SCD5	FALSE
FBXO17	Hs_R_NGS_WTA_v1.0	Endogenous	115290	FBXO17	FALSE
WDR76	Hs_R_NGS_WTA_v1.0	Endogenous	79968	WDR76	FALSE
WLS	Hs_R_NGS_WTA_v1.0	Endogenous	79971	WLS	FALSE
GRHL2	Hs_R_NGS_WTA_v1.0	Endogenous	79977	GRHL2	FALSE
TRMT2B	Hs_R_NGS_WTA_v1.0	Endogenous	79979	TRMT2B	FALSE
POF1B	Hs_R_NGS_WTA_v1.0	Endogenous	79983	POF1B	FALSE
NUP210	Hs_R_NGS_WTA_v1.0	Endogenous	23225	NUP210	FALSE
PLEKHH3	Hs_R_NGS_WTA_v1.0	Endogenous	79990	PLEKHH3	FALSE
STN1	Hs_R_NGS_WTA_v1.0	Endogenous	79991	STN1	FALSE
ELOVL7	Hs_R_NGS_WTA_v1.0	Endogenous	79993	ELOVL7	FALSE
ZCCHC4	Hs_R_NGS_WTA_v1.0	Endogenous	29063	ZCCHC4	FALSE
ESRP2	Hs_R_NGS_WTA_v1.0	Endogenous	80004	ESRP2	FALSE
DOCK5	Hs_R_NGS_WTA_v1.0	Endogenous	80005	DOCK5	FALSE
C10orf88	Hs_R_NGS_WTA_v1.0	Endogenous	80007	C10orf88	FALSE
CHODL	Hs_R_NGS_WTA_v1.0	Endogenous	140578	CHODL	FALSE
RMI1	Hs_R_NGS_WTA_v1.0	Endogenous	80010	RMI1	FALSE
PHC3	Hs_R_NGS_WTA_v1.0	Endogenous	80012	PHC3	FALSE
MINDY3	Hs_R_NGS_WTA_v1.0	Endogenous	80013	MINDY3	FALSE
NAA25	Hs_R_NGS_WTA_v1.0	Endogenous	80018	NAA25	FALSE
UBTD1	Hs_R_NGS_WTA_v1.0	Endogenous	80019	UBTD1	FALSE
TMEM62	Hs_R_NGS_WTA_v1.0	Endogenous	80021	TMEM62	FALSE
NRSN2	Hs_R_NGS_WTA_v1.0	Endogenous	80023	NRSN2	FALSE
SLC8B1	Hs_R_NGS_WTA_v1.0	Endogenous	80024	SLC8B1	FALSE
FBXL18	Hs_R_NGS_WTA_v1.0	Endogenous	80028	FBXL18	FALSE
ZNF556	Hs_R_NGS_WTA_v1.0	Endogenous	80032	ZNF556	FALSE
CSRNP3	Hs_R_NGS_WTA_v1.0	Endogenous	80034	CSRNP3	FALSE
MCF2L	Hs_R_NGS_WTA_v1.0	Endogenous	23263	MCF2L	FALSE
GPR157	Hs_R_NGS_WTA_v1.0	Endogenous	80045	GPR157	FALSE
PGAP1	Hs_R_NGS_WTA_v1.0	Endogenous	80055	PGAP1	FALSE
LRRTM4	Hs_R_NGS_WTA_v1.0	Endogenous	80059	LRRTM4	FALSE
GFM1	Hs_R_NGS_WTA_v1.0	Endogenous	85476	GFM1	FALSE
ATF7IP2	Hs_R_NGS_WTA_v1.0	Endogenous	80063	ATF7IP2	FALSE
DCAF17	Hs_R_NGS_WTA_v1.0	Endogenous	80067	DCAF17	FALSE
ADAMTS20	Hs_R_NGS_WTA_v1.0	Endogenous	80070	ADAMTS20	FALSE
CCDC15	Hs_R_NGS_WTA_v1.0	Endogenous	80071	CCDC15	FALSE
CEP135	Hs_R_NGS_WTA_v1.0	Endogenous	9662	CEP135	FALSE
KLHL18	Hs_R_NGS_WTA_v1.0	Endogenous	23276	KLHL18	FALSE
ARHGEF15	Hs_R_NGS_WTA_v1.0	Endogenous	22899	ARHGEF15	FALSE
ZNF606	Hs_R_NGS_WTA_v1.0	Endogenous	80095	ZNF606	FALSE
MZT2B	Hs_R_NGS_WTA_v1.0	Endogenous	80097	MZT2B	FALSE
ZNF614	Hs_R_NGS_WTA_v1.0	Endogenous	80110	ZNF614	FALSE
C3orf36	Hs_R_NGS_WTA_v1.0	Endogenous	80111	C3orf36	FALSE
ARL14	Hs_R_NGS_WTA_v1.0	Endogenous	80117	ARL14	FALSE
ADGRF1	Hs_R_NGS_WTA_v1.0	Endogenous	266977	ADGRF1	FALSE
PIF1	Hs_R_NGS_WTA_v1.0	Endogenous	80119	PIF1	FALSE
MAP3K19	Hs_R_NGS_WTA_v1.0	Endogenous	80122	MAP3K19	FALSE
CCDC33	Hs_R_NGS_WTA_v1.0	Endogenous	80125	CCDC33	FALSE
BBOF1	Hs_R_NGS_WTA_v1.0	Endogenous	80127	BBOF1	FALSE
TRIM46	Hs_R_NGS_WTA_v1.0	Endogenous	80128	TRIM46	FALSE
CCDC170	Hs_R_NGS_WTA_v1.0	Endogenous	80129	CCDC170	FALSE
LRRC8E	Hs_R_NGS_WTA_v1.0	Endogenous	80131	LRRC8E	FALSE
RPF1	Hs_R_NGS_WTA_v1.0	Endogenous	80135	RPF1	FALSE
ZNF703	Hs_R_NGS_WTA_v1.0	Endogenous	80139	ZNF703	FALSE
PTGES2	Hs_R_NGS_WTA_v1.0	Endogenous	80142	PTGES2	FALSE
SIKE1	Hs_R_NGS_WTA_v1.0	Endogenous	80143	SIKE1	FALSE
THOC7	Hs_R_NGS_WTA_v1.0	Endogenous	80145	THOC7	FALSE
TOE1	Hs_R_NGS_WTA_v1.0	Endogenous	114034	TOE1	FALSE
SLC66A2	Hs_R_NGS_WTA_v1.0	Endogenous	80148	SLC66A2	FALSE
ZC3H12A	Hs_R_NGS_WTA_v1.0	Endogenous	80149	ZC3H12A	FALSE
NYNRIN	Hs_R_NGS_WTA_v1.0	Endogenous	57523	NYNRIN	FALSE
CWH43	Hs_R_NGS_WTA_v1.0	Endogenous	80157	CWH43	FALSE
USP36	Hs_R_NGS_WTA_v1.0	Endogenous	57602	USP36	FALSE
PGGHG	Hs_R_NGS_WTA_v1.0	Endogenous	80162	PGGHG	FALSE
MOGAT2	Hs_R_NGS_WTA_v1.0	Endogenous	80168	MOGAT2	FALSE
CTC1	Hs_R_NGS_WTA_v1.0	Endogenous	80169	CTC1	FALSE
IFT74	Hs_R_NGS_WTA_v1.0	Endogenous	80173	IFT74	FALSE
